:Data_list: ./hp_from_aepower_from_ae_20021221_to_20021221.txt
:Created: Fri Apr 10 15:50:50 UTC 2026
# This file is created to replicate NOAA HPI files created before 2013.
# Please use with caution as Sat number, hemisphere, activity level, and normalizing factors are placeholders.
#
# Source: AE or SME index.
# Units: gigawatts

# Format:

# Each line is formatted as in this example:

# 2006-09-05 00:54:25 NOAA-16 (S)  7  29.67   0.82

# A19   Date and UT at the center of the polar pass as YYYY-MM-DD hh:mm:ss
# 1X    (Space)
# A7    NOAA POES Satellite number
# 1X    (Space)
# A3    (S) or (N) - hemisphere
# I3    Hemispheric Power Index (activity level)
# F7.2  Estimated Hemispheric Power in gigawatts
# F7.2  Normalizing factor

2002-12-21 12:40:00 NOAA-17 (N)  6  16.20   0.75
2002-12-21 12:41:00 NOAA-17 (N)  6  16.40   0.75
2002-12-21 12:42:00 NOAA-17 (N)  6  17.21   0.75
2002-12-21 12:43:00 NOAA-17 (N)  6  18.13   0.75
2002-12-21 12:44:00 NOAA-17 (N)  6  18.34   0.75
2002-12-21 12:45:00 NOAA-17 (N)  6  15.58   0.75
2002-12-21 12:46:00 NOAA-17 (N)  6  15.28   0.75
2002-12-21 12:47:00 NOAA-17 (N)  6  14.97   0.75
2002-12-21 12:48:00 NOAA-17 (N)  6  14.36   0.75
2002-12-21 12:49:00 NOAA-17 (N)  6  14.26   0.75
2002-12-21 12:50:00 NOAA-17 (N)  6  15.07   0.75
2002-12-21 12:51:00 NOAA-17 (N)  6  14.87   0.75
2002-12-21 12:52:00 NOAA-17 (N)  6  14.56   0.75
2002-12-21 12:53:00 NOAA-17 (N)  6  14.26   0.75
2002-12-21 12:54:00 NOAA-17 (N)  6  13.64   0.75
2002-12-21 12:55:00 NOAA-17 (N)  6  14.05   0.75
2002-12-21 12:56:00 NOAA-17 (N)  6  14.26   0.75
2002-12-21 12:57:00 NOAA-17 (N)  6  14.46   0.75
2002-12-21 12:58:00 NOAA-17 (N)  6  15.58   0.75
2002-12-21 12:59:00 NOAA-17 (N)  6  18.85   0.75
2002-12-21 13:00:00 NOAA-17 (N)  6  19.36   0.75
2002-12-21 13:01:00 NOAA-17 (N)  6  18.34   0.75
2002-12-21 13:02:00 NOAA-17 (N)  6  16.50   0.75
2002-12-21 13:03:00 NOAA-17 (N)  6  14.77   0.75
2002-12-21 13:04:00 NOAA-17 (N)  6  14.15   0.75
2002-12-21 13:05:00 NOAA-17 (N)  6  14.26   0.75
2002-12-21 13:06:00 NOAA-17 (N)  6  15.07   0.75
2002-12-21 13:07:00 NOAA-17 (N)  6  15.68   0.75
2002-12-21 13:08:00 NOAA-17 (N)  6  16.50   0.75
2002-12-21 13:09:00 NOAA-17 (N)  6  17.73   0.75
2002-12-21 13:10:00 NOAA-17 (N)  6  18.23   0.75
2002-12-21 13:11:00 NOAA-17 (N)  6  18.03   0.75
2002-12-21 13:12:00 NOAA-17 (N)  6  18.03   0.75
2002-12-21 13:13:00 NOAA-17 (N)  6  17.42   0.75
2002-12-21 13:14:00 NOAA-17 (N)  6  18.44   0.75
2002-12-21 13:15:00 NOAA-17 (N)  6  18.95   0.75
2002-12-21 13:16:00 NOAA-17 (N)  6  17.93   0.75
2002-12-21 13:17:00 NOAA-17 (N)  6  19.36   0.75
2002-12-21 13:18:00 NOAA-17 (N)  6  20.78   0.75
2002-12-21 13:19:00 NOAA-17 (N)  6  19.66   0.75
2002-12-21 13:20:00 NOAA-17 (N)  6  19.46   0.75
2002-12-21 13:21:00 NOAA-17 (N)  6  20.99   0.75
2002-12-21 13:22:00 NOAA-17 (N)  6  20.07   0.75
2002-12-21 13:23:00 NOAA-17 (N)  6  18.54   0.75
2002-12-21 13:24:00 NOAA-17 (N)  6  18.34   0.75
2002-12-21 13:25:00 NOAA-17 (N)  6  18.34   0.75
2002-12-21 13:26:00 NOAA-17 (N)  6  18.44   0.75
2002-12-21 13:27:00 NOAA-17 (N)  6  19.46   0.75
2002-12-21 13:28:00 NOAA-17 (N)  6  20.27   0.75
2002-12-21 13:29:00 NOAA-17 (N)  6  20.99   0.75
2002-12-21 13:30:00 NOAA-17 (N)  6  20.48   0.75
2002-12-21 13:31:00 NOAA-17 (N)  6  19.46   0.75
2002-12-21 13:32:00 NOAA-17 (N)  6  20.17   0.75
2002-12-21 13:33:00 NOAA-17 (N)  6  20.07   0.75
2002-12-21 13:34:00 NOAA-17 (N)  6  18.74   0.75
2002-12-21 13:35:00 NOAA-17 (N)  6  19.97   0.75
2002-12-21 13:36:00 NOAA-17 (N)  6  20.78   0.75
2002-12-21 13:37:00 NOAA-17 (N)  6  20.99   0.75
2002-12-21 13:38:00 NOAA-17 (N)  6  19.46   0.75
2002-12-21 13:39:00 NOAA-17 (N)  6  19.36   0.75
2002-12-21 13:40:00 NOAA-17 (N)  6  20.78   0.75
2002-12-21 13:41:00 NOAA-17 (N)  6  21.50   0.75
2002-12-21 13:42:00 NOAA-17 (N)  6  22.11   0.75
2002-12-21 13:43:00 NOAA-17 (N)  6  22.52   0.75
2002-12-21 13:44:00 NOAA-17 (N)  6  22.72   0.75
2002-12-21 13:45:00 NOAA-17 (N)  6  25.17   0.75
2002-12-21 13:46:00 NOAA-17 (N)  6  27.01   0.75
2002-12-21 13:47:00 NOAA-17 (N)  6  26.09   0.75
2002-12-21 13:48:00 NOAA-17 (N)  6  25.27   0.75
2002-12-21 13:49:00 NOAA-17 (N)  6  23.64   0.75
2002-12-21 13:50:00 NOAA-17 (N)  6  23.44   0.75
2002-12-21 13:51:00 NOAA-17 (N)  6  24.15   0.75
2002-12-21 13:52:00 NOAA-17 (N)  6  24.66   0.75
2002-12-21 13:53:00 NOAA-17 (N)  6  25.17   0.75
2002-12-21 13:54:00 NOAA-17 (N)  6  25.58   0.75
2002-12-21 13:55:00 NOAA-17 (N)  6  26.09   0.75
2002-12-21 13:56:00 NOAA-17 (N)  6  27.21   0.75
2002-12-21 13:57:00 NOAA-17 (N)  6  26.80   0.75
2002-12-21 13:58:00 NOAA-17 (N)  6  25.48   0.75
2002-12-21 13:59:00 NOAA-17 (N)  6  25.48   0.75
2002-12-21 14:00:00 NOAA-17 (N)  6  26.09   0.75
2002-12-21 14:01:00 NOAA-17 (N)  6  25.68   0.75
2002-12-21 14:02:00 NOAA-17 (N)  6  25.07   0.75
2002-12-21 14:03:00 NOAA-17 (N)  6  24.25   0.75
2002-12-21 14:04:00 NOAA-17 (N)  6  23.34   0.75
2002-12-21 14:05:00 NOAA-17 (N)  6  24.25   0.75
2002-12-21 14:06:00 NOAA-17 (N)  6  23.64   0.75
2002-12-21 14:07:00 NOAA-17 (N)  6  22.82   0.75
2002-12-21 14:08:00 NOAA-17 (N)  6  21.91   0.75
2002-12-21 14:09:00 NOAA-17 (N)  6  22.52   0.75
2002-12-21 14:10:00 NOAA-17 (N)  6  21.91   0.75
2002-12-21 14:11:00 NOAA-17 (N)  6  23.03   0.75
2002-12-21 14:12:00 NOAA-17 (N)  6  23.84   0.75
2002-12-21 14:13:00 NOAA-17 (N)  6  21.91   0.75
2002-12-21 14:14:00 NOAA-17 (N)  6  20.07   0.75
2002-12-21 14:15:00 NOAA-17 (N)  6  19.66   0.75
2002-12-21 14:16:00 NOAA-17 (N)  6  20.68   0.75
2002-12-21 14:17:00 NOAA-17 (N)  6  21.50   0.75
2002-12-21 14:18:00 NOAA-17 (N)  6  21.40   0.75
2002-12-21 14:19:00 NOAA-17 (N)  6  21.40   0.75
2002-12-21 14:20:00 NOAA-17 (N)  6  21.91   0.75
2002-12-21 14:21:00 NOAA-17 (N)  6  22.01   0.75
2002-12-21 14:22:00 NOAA-17 (N)  6  20.89   0.75
2002-12-21 14:23:00 NOAA-17 (N)  6  20.89   0.75
2002-12-21 14:24:00 NOAA-17 (N)  6  22.01   0.75
2002-12-21 14:25:00 NOAA-17 (N)  6  21.70   0.75
2002-12-21 14:26:00 NOAA-17 (N)  6  19.25   0.75
2002-12-21 14:27:00 NOAA-17 (N)  6  19.25   0.75
2002-12-21 14:28:00 NOAA-17 (N)  6  19.36   0.75
2002-12-21 14:29:00 NOAA-17 (N)  6  26.19   0.75
2002-12-21 14:30:00 NOAA-17 (N)  6  23.34   0.75
2002-12-21 14:31:00 NOAA-17 (N)  6  24.97   0.75
2002-12-21 14:32:00 NOAA-17 (N)  6  28.43   0.75
2002-12-21 14:33:00 NOAA-17 (N)  6  33.13   0.75
2002-12-21 14:34:00 NOAA-17 (N)  6  36.80   0.75
2002-12-21 14:35:00 NOAA-17 (N)  6  36.49   0.75
2002-12-21 14:36:00 NOAA-17 (N)  6  35.37   0.75
2002-12-21 14:37:00 NOAA-17 (N)  6  40.27   0.75
2002-12-21 14:38:00 NOAA-17 (N)  6  39.55   0.75
2002-12-21 14:39:00 NOAA-17 (N)  6  38.53   0.75
2002-12-21 14:40:00 NOAA-17 (N)  6  38.23   0.75
2002-12-21 14:41:00 NOAA-17 (N)  6  36.59   0.75
2002-12-21 14:42:00 NOAA-17 (N)  6  35.37   0.75
2002-12-21 14:43:00 NOAA-17 (N)  6  33.23   0.75
2002-12-21 14:44:00 NOAA-17 (N)  6  30.27   0.75
2002-12-21 14:45:00 NOAA-17 (N)  6  28.23   0.75
2002-12-21 14:46:00 NOAA-17 (N)  6  26.60   0.75
2002-12-21 14:47:00 NOAA-17 (N)  6  24.76   0.75
2002-12-21 14:48:00 NOAA-17 (N)  6  23.95   0.75
2002-12-21 14:49:00 NOAA-17 (N)  6  29.25   0.75
2002-12-21 14:50:00 NOAA-17 (N)  6  26.80   0.75
2002-12-21 14:51:00 NOAA-17 (N)  6  25.27   0.75
2002-12-21 14:52:00 NOAA-17 (N)  6  25.68   0.75
2002-12-21 14:53:00 NOAA-17 (N)  6  26.09   0.75
2002-12-21 14:54:00 NOAA-17 (N)  6  27.52   0.75
2002-12-21 14:55:00 NOAA-17 (N)  6  24.46   0.75
2002-12-21 14:56:00 NOAA-17 (N)  6  29.05   0.75
2002-12-21 14:57:00 NOAA-17 (N)  6  39.04   0.75
2002-12-21 14:58:00 NOAA-17 (N)  6  49.04   0.75
2002-12-21 14:59:00 NOAA-17 (N)  6  54.24   0.75
2002-12-21 15:00:00 NOAA-17 (N)  6  55.77   0.75
2002-12-21 15:01:00 NOAA-17 (N)  6  62.20   0.75
2002-12-21 15:02:00 NOAA-17 (N)  6  60.97   0.75
2002-12-21 15:03:00 NOAA-17 (N)  6  54.85   0.75
2002-12-21 15:04:00 NOAA-17 (N)  6  45.16   0.75
2002-12-21 15:05:00 NOAA-17 (N)  6  36.59   0.75
2002-12-21 15:06:00 NOAA-17 (N)  6  30.37   0.75
2002-12-21 15:07:00 NOAA-17 (N)  6  26.39   0.75
2002-12-21 15:08:00 NOAA-17 (N)  6  31.60   0.75
2002-12-21 15:09:00 NOAA-17 (N)  6  33.02   0.75
2002-12-21 15:10:00 NOAA-17 (N)  6  29.96   0.75
2002-12-21 15:11:00 NOAA-17 (N)  6  31.19   0.75
2002-12-21 15:12:00 NOAA-17 (N)  6  30.98   0.75
2002-12-21 15:13:00 NOAA-17 (N)  6  30.58   0.75
2002-12-21 15:14:00 NOAA-17 (N)  6  36.49   0.75
2002-12-21 15:15:00 NOAA-17 (N)  6  40.88   0.75
2002-12-21 15:16:00 NOAA-17 (N)  6  41.59   0.75
2002-12-21 15:17:00 NOAA-17 (N)  6  43.53   0.75
2002-12-21 15:18:00 NOAA-17 (N)  6  59.75   0.75
2002-12-21 15:19:00 NOAA-17 (N)  6  82.70   0.75
2002-12-21 15:20:00 NOAA-17 (N)  6  79.44   0.75
2002-12-21 15:21:00 NOAA-17 (N)  6  67.81   0.75
2002-12-21 15:22:00 NOAA-17 (N)  6  55.67   0.75
2002-12-21 15:23:00 NOAA-17 (N)  6  53.53   0.75
2002-12-21 15:24:00 NOAA-17 (N)  6  46.08   0.75
2002-12-21 15:25:00 NOAA-17 (N)  6  44.75   0.75
2002-12-21 15:26:00 NOAA-17 (N)  6  44.75   0.75
2002-12-21 15:27:00 NOAA-17 (N)  6  46.80   0.75
2002-12-21 15:28:00 NOAA-17 (N)  6  50.47   0.75
2002-12-21 15:29:00 NOAA-17 (N)  6  49.75   0.75
2002-12-21 15:30:00 NOAA-17 (N)  6  47.00   0.75
2002-12-21 15:31:00 NOAA-17 (N)  6  45.06   0.75
2002-12-21 15:32:00 NOAA-17 (N)  6  44.65   0.75
2002-12-21 15:33:00 NOAA-17 (N)  6  43.73   0.75
2002-12-21 15:34:00 NOAA-17 (N)  6  47.00   0.75
2002-12-21 15:35:00 NOAA-17 (N)  6  49.24   0.75
2002-12-21 15:36:00 NOAA-17 (N)  6  53.63   0.75
2002-12-21 15:37:00 NOAA-17 (N)  6  52.10   0.75
2002-12-21 15:38:00 NOAA-17 (N)  6  62.91   0.75
2002-12-21 15:39:00 NOAA-17 (N)  6  64.54   0.75
2002-12-21 15:40:00 NOAA-17 (N)  6  61.58   0.75
2002-12-21 15:41:00 NOAA-17 (N)  6  55.06   0.75
2002-12-21 15:42:00 NOAA-17 (N)  6  48.33   0.75
2002-12-21 15:43:00 NOAA-17 (N)  6  48.63   0.75
2002-12-21 15:44:00 NOAA-17 (N)  6  47.51   0.75
2002-12-21 15:45:00 NOAA-17 (N)  6  47.00   0.75
2002-12-21 15:46:00 NOAA-17 (N)  6  48.43   0.75
2002-12-21 15:47:00 NOAA-17 (N)  6  47.51   0.75
2002-12-21 15:48:00 NOAA-17 (N)  6  46.39   0.75
2002-12-21 15:49:00 NOAA-17 (N)  6  47.30   0.75
2002-12-21 15:50:00 NOAA-17 (N)  6  45.47   0.75
2002-12-21 15:51:00 NOAA-17 (N)  6  45.77   0.75
2002-12-21 15:52:00 NOAA-17 (N)  6  47.51   0.75
2002-12-21 15:53:00 NOAA-17 (N)  6  46.39   0.75
2002-12-21 15:54:00 NOAA-17 (N)  6  46.90   0.75
2002-12-21 15:55:00 NOAA-17 (N)  6  46.90   0.75
2002-12-21 15:56:00 NOAA-17 (N)  6  46.80   0.75
2002-12-21 15:57:00 NOAA-17 (N)  6  46.80   0.75
2002-12-21 15:58:00 NOAA-17 (N)  6  47.20   0.75
2002-12-21 15:59:00 NOAA-17 (N)  6  47.20   0.75
2002-12-21 16:00:00 NOAA-17 (N)  6  47.61   0.75
2002-12-21 16:01:00 NOAA-17 (N)  6  48.73   0.75
2002-12-21 16:02:00 NOAA-17 (N)  6  48.73   0.75
2002-12-21 16:03:00 NOAA-17 (N)  6  47.61   0.75
2002-12-21 16:04:00 NOAA-17 (N)  6  46.80   0.75
2002-12-21 16:05:00 NOAA-17 (N)  6  45.88   0.75
2002-12-21 16:06:00 NOAA-17 (N)  6  45.57   0.75
2002-12-21 16:07:00 NOAA-17 (N)  6  45.67   0.75
2002-12-21 16:08:00 NOAA-17 (N)  6  44.96   0.75
2002-12-21 16:09:00 NOAA-17 (N)  6  44.65   0.75
2002-12-21 16:10:00 NOAA-17 (N)  6  44.04   0.75
2002-12-21 16:11:00 NOAA-17 (N)  6  43.22   0.75
2002-12-21 16:12:00 NOAA-17 (N)  6  42.20   0.75
2002-12-21 16:13:00 NOAA-17 (N)  6  42.10   0.75
2002-12-21 16:14:00 NOAA-17 (N)  6  43.63   0.75
2002-12-21 16:15:00 NOAA-17 (N)  6  47.61   0.75
2002-12-21 16:16:00 NOAA-17 (N)  6  49.04   0.75
2002-12-21 16:17:00 NOAA-17 (N)  6  46.49   0.75
2002-12-21 16:18:00 NOAA-17 (N)  6  43.94   0.75
2002-12-21 16:19:00 NOAA-17 (N)  6  41.59   0.75
2002-12-21 16:20:00 NOAA-17 (N)  6  39.66   0.75
2002-12-21 16:21:00 NOAA-17 (N)  6  38.84   0.75
2002-12-21 16:22:00 NOAA-17 (N)  6  38.53   0.75
2002-12-21 16:23:00 NOAA-17 (N)  6  37.00   0.75
2002-12-21 16:24:00 NOAA-17 (N)  6  36.29   0.75
2002-12-21 16:25:00 NOAA-17 (N)  6  36.39   0.75
2002-12-21 16:26:00 NOAA-17 (N)  6  36.80   0.75
2002-12-21 16:27:00 NOAA-17 (N)  6  36.19   0.75
2002-12-21 16:28:00 NOAA-17 (N)  6  35.98   0.75
2002-12-21 16:29:00 NOAA-17 (N)  6  35.06   0.75
2002-12-21 16:30:00 NOAA-17 (N)  6  33.53   0.75
2002-12-21 16:31:00 NOAA-17 (N)  6  32.31   0.75
2002-12-21 16:32:00 NOAA-17 (N)  6  31.09   0.75
2002-12-21 16:33:00 NOAA-17 (N)  6  30.27   0.75
2002-12-21 16:34:00 NOAA-17 (N)  6  29.66   0.75
2002-12-21 16:35:00 NOAA-17 (N)  6  29.66   0.75
2002-12-21 16:36:00 NOAA-17 (N)  6  30.07   0.75
2002-12-21 16:37:00 NOAA-17 (N)  6  31.60   0.75
2002-12-21 16:38:00 NOAA-17 (N)  6  33.94   0.75
2002-12-21 16:39:00 NOAA-17 (N)  6  36.29   0.75
2002-12-21 16:40:00 NOAA-17 (N)  6  34.76   0.75
2002-12-21 16:41:00 NOAA-17 (N)  6  32.92   0.75
2002-12-21 16:42:00 NOAA-17 (N)  6  31.19   0.75
2002-12-21 16:43:00 NOAA-17 (N)  6  30.58   0.75
2002-12-21 16:44:00 NOAA-17 (N)  6  30.88   0.75
2002-12-21 16:45:00 NOAA-17 (N)  6  30.78   0.75
2002-12-21 16:46:00 NOAA-17 (N)  6  29.66   0.75
2002-12-21 16:47:00 NOAA-17 (N)  6  28.94   0.75
2002-12-21 16:48:00 NOAA-17 (N)  6  28.64   0.75
2002-12-21 16:49:00 NOAA-17 (N)  6  27.31   0.75
2002-12-21 16:50:00 NOAA-17 (N)  6  25.38   0.75
2002-12-21 16:51:00 NOAA-17 (N)  6  24.97   0.75
2002-12-21 16:52:00 NOAA-17 (N)  6  25.78   0.75
2002-12-21 16:53:00 NOAA-17 (N)  6  27.11   0.75
2002-12-21 16:54:00 NOAA-17 (N)  6  27.52   0.75
2002-12-21 16:55:00 NOAA-17 (N)  6  26.50   0.75
2002-12-21 16:56:00 NOAA-17 (N)  6  24.56   0.75
2002-12-21 16:57:00 NOAA-17 (N)  6  23.64   0.75
2002-12-21 16:58:00 NOAA-17 (N)  6  23.64   0.75
2002-12-21 16:59:00 NOAA-17 (N)  6  23.74   0.75
2002-12-21 17:00:00 NOAA-17 (N)  6  24.05   0.75
2002-12-21 17:01:00 NOAA-17 (N)  6  23.74   0.75
2002-12-21 17:02:00 NOAA-17 (N)  6  23.34   0.75
2002-12-21 17:03:00 NOAA-17 (N)  6  22.52   0.75
2002-12-21 17:04:00 NOAA-17 (N)  6  22.11   0.75
2002-12-21 17:05:00 NOAA-17 (N)  6  23.64   0.75
2002-12-21 17:06:00 NOAA-17 (N)  6  25.38   0.75
2002-12-21 17:07:00 NOAA-17 (N)  6  26.29   0.75
2002-12-21 17:08:00 NOAA-17 (N)  6  24.46   0.75
2002-12-21 17:09:00 NOAA-17 (N)  6  23.54   0.75
2002-12-21 17:10:00 NOAA-17 (N)  6  22.72   0.75
2002-12-21 17:11:00 NOAA-17 (N)  6  23.34   0.75
2002-12-21 17:12:00 NOAA-17 (N)  6  24.86   0.75
2002-12-21 17:13:00 NOAA-17 (N)  6  25.88   0.75
2002-12-21 17:14:00 NOAA-17 (N)  6  25.58   0.75
2002-12-21 17:15:00 NOAA-17 (N)  6  23.74   0.75
2002-12-21 17:16:00 NOAA-17 (N)  6  23.84   0.75
2002-12-21 17:17:00 NOAA-17 (N)  6  24.66   0.75
2002-12-21 17:18:00 NOAA-17 (N)  6  25.99   0.75
2002-12-21 17:19:00 NOAA-17 (N)  6  26.29   0.75
2002-12-21 17:20:00 NOAA-17 (N)  6  25.38   0.75
2002-12-21 17:21:00 NOAA-17 (N)  6  23.64   0.75
2002-12-21 17:22:00 NOAA-17 (N)  6  22.52   0.75
2002-12-21 17:23:00 NOAA-17 (N)  6  23.95   0.75
2002-12-21 17:24:00 NOAA-17 (N)  6  25.38   0.75
2002-12-21 17:25:00 NOAA-17 (N)  6  24.86   0.75
2002-12-21 17:26:00 NOAA-17 (N)  6  24.46   0.75
2002-12-21 17:27:00 NOAA-17 (N)  6  23.64   0.75
2002-12-21 17:28:00 NOAA-17 (N)  6  22.31   0.75
2002-12-21 17:29:00 NOAA-17 (N)  6  22.21   0.75
2002-12-21 17:30:00 NOAA-17 (N)  6  21.91   0.75
2002-12-21 17:31:00 NOAA-17 (N)  6  21.60   0.75
2002-12-21 17:32:00 NOAA-17 (N)  6  21.50   0.75
2002-12-21 17:33:00 NOAA-17 (N)  6  21.09   0.75
2002-12-21 17:34:00 NOAA-17 (N)  6  20.99   0.75
2002-12-21 17:35:00 NOAA-17 (N)  6  20.78   0.75
2002-12-21 17:36:00 NOAA-17 (N)  6  20.68   0.75
2002-12-21 17:37:00 NOAA-17 (N)  6  20.68   0.75
2002-12-21 17:38:00 NOAA-17 (N)  6  20.38   0.75
2002-12-21 17:39:00 NOAA-17 (N)  6  22.42   0.75
2002-12-21 17:40:00 NOAA-17 (N)  6  24.66   0.75
2002-12-21 17:41:00 NOAA-17 (N)  6  31.60   0.75
2002-12-21 17:42:00 NOAA-17 (N)  6  35.47   0.75
2002-12-21 17:43:00 NOAA-17 (N)  6  43.12   0.75
2002-12-21 17:44:00 NOAA-17 (N)  6  41.08   0.75
2002-12-21 17:45:00 NOAA-17 (N)  6  36.08   0.75
2002-12-21 17:46:00 NOAA-17 (N)  6  37.21   0.75
2002-12-21 17:47:00 NOAA-17 (N)  6  38.74   0.75
2002-12-21 17:48:00 NOAA-17 (N)  6  38.12   0.75
2002-12-21 17:49:00 NOAA-17 (N)  6  33.53   0.75
2002-12-21 17:50:00 NOAA-17 (N)  6  33.33   0.75
2002-12-21 17:51:00 NOAA-17 (N)  6  32.62   0.75
2002-12-21 17:52:00 NOAA-17 (N)  6  29.96   0.75
2002-12-21 17:53:00 NOAA-17 (N)  6  29.66   0.75
2002-12-21 17:54:00 NOAA-17 (N)  6  29.86   0.75
2002-12-21 17:55:00 NOAA-17 (N)  6  29.86   0.75
2002-12-21 17:56:00 NOAA-17 (N)  6  29.86   0.75
2002-12-21 17:57:00 NOAA-17 (N)  6  29.66   0.75
2002-12-21 17:58:00 NOAA-17 (N)  6  29.56   0.75
2002-12-21 17:59:00 NOAA-17 (N)  6  29.15   0.75
2002-12-21 18:00:00 NOAA-17 (N)  6  28.94   0.75
2002-12-21 18:01:00 NOAA-17 (N)  6  29.45   0.75
2002-12-21 18:02:00 NOAA-17 (N)  6  32.72   0.75
2002-12-21 18:03:00 NOAA-17 (N)  6  34.25   0.75
2002-12-21 18:04:00 NOAA-17 (N)  6  35.58   0.75
2002-12-21 18:05:00 NOAA-17 (N)  6  34.55   0.75
2002-12-21 18:06:00 NOAA-17 (N)  6  32.21   0.75
2002-12-21 18:07:00 NOAA-17 (N)  6  33.43   0.75
2002-12-21 18:08:00 NOAA-17 (N)  6  38.02   0.75
2002-12-21 18:09:00 NOAA-17 (N)  6  39.04   0.75
2002-12-21 18:10:00 NOAA-17 (N)  6  36.80   0.75
2002-12-21 18:11:00 NOAA-17 (N)  6  33.94   0.75
2002-12-21 18:12:00 NOAA-17 (N)  6  35.27   0.75
2002-12-21 18:13:00 NOAA-17 (N)  6  36.29   0.75
2002-12-21 18:14:00 NOAA-17 (N)  6  35.27   0.75
2002-12-21 18:15:00 NOAA-17 (N)  6  34.25   0.75
2002-12-21 18:16:00 NOAA-17 (N)  6  34.66   0.75
2002-12-21 18:17:00 NOAA-17 (N)  6  35.68   0.75
2002-12-21 18:18:00 NOAA-17 (N)  6  34.35   0.75
2002-12-21 18:19:00 NOAA-17 (N)  6  32.92   0.75
2002-12-21 18:20:00 NOAA-17 (N)  6  34.45   0.75
2002-12-21 18:21:00 NOAA-17 (N)  6  37.21   0.75
2002-12-21 18:22:00 NOAA-17 (N)  6  40.67   0.75
2002-12-21 18:23:00 NOAA-17 (N)  6  42.72   0.75
2002-12-21 18:24:00 NOAA-17 (N)  6  42.41   0.75
2002-12-21 18:25:00 NOAA-17 (N)  6  41.69   0.75
2002-12-21 18:26:00 NOAA-17 (N)  6  41.08   0.75
2002-12-21 18:27:00 NOAA-17 (N)  6  39.86   0.75
2002-12-21 18:28:00 NOAA-17 (N)  6  37.72   0.75
2002-12-21 18:29:00 NOAA-17 (N)  6  33.94   0.75
2002-12-21 18:30:00 NOAA-17 (N)  6  31.49   0.75
2002-12-21 18:31:00 NOAA-17 (N)  6  32.21   0.75
2002-12-21 18:32:00 NOAA-17 (N)  6  33.02   0.75
2002-12-21 18:33:00 NOAA-17 (N)  6  34.35   0.75
2002-12-21 18:34:00 NOAA-17 (N)  6  33.84   0.75
2002-12-21 18:35:00 NOAA-17 (N)  6  30.78   0.75
2002-12-21 18:36:00 NOAA-17 (N)  6  31.39   0.75
2002-12-21 18:37:00 NOAA-17 (N)  6  30.88   0.75
2002-12-21 18:38:00 NOAA-17 (N)  6  32.52   0.75
2002-12-21 18:39:00 NOAA-17 (N)  6  33.13   0.75
2002-12-21 18:40:00 NOAA-17 (N)  6  30.17   0.75
2002-12-21 18:41:00 NOAA-17 (N)  6  29.86   0.75
2002-12-21 18:42:00 NOAA-17 (N)  6  30.17   0.75
2002-12-21 18:43:00 NOAA-17 (N)  6  32.41   0.75
2002-12-21 18:44:00 NOAA-17 (N)  6  35.47   0.75
2002-12-21 18:45:00 NOAA-17 (N)  6  35.98   0.75
2002-12-21 18:46:00 NOAA-17 (N)  6  31.60   0.75
2002-12-21 18:47:00 NOAA-17 (N)  6  29.05   0.75
2002-12-21 18:48:00 NOAA-17 (N)  6  30.07   0.75
2002-12-21 18:49:00 NOAA-17 (N)  6  31.80   0.75
2002-12-21 18:50:00 NOAA-17 (N)  6  31.39   0.75
2002-12-21 18:51:00 NOAA-17 (N)  6  30.58   0.75
2002-12-21 18:52:00 NOAA-17 (N)  6  31.29   0.75
2002-12-21 18:53:00 NOAA-17 (N)  6  32.92   0.75
2002-12-21 18:54:00 NOAA-17 (N)  6  33.13   0.75
2002-12-21 18:55:00 NOAA-17 (N)  6  34.25   0.75
2002-12-21 18:56:00 NOAA-17 (N)  6  35.06   0.75
2002-12-21 18:57:00 NOAA-17 (N)  6  34.15   0.75
2002-12-21 18:58:00 NOAA-17 (N)  6  33.02   0.75
2002-12-21 18:59:00 NOAA-17 (N)  6  33.43   0.75
2002-12-21 19:00:00 NOAA-17 (N)  6  33.53   0.75
2002-12-21 19:01:00 NOAA-17 (N)  6  32.62   0.75
2002-12-21 19:02:00 NOAA-17 (N)  6  32.11   0.75
2002-12-21 19:03:00 NOAA-17 (N)  6  32.00   0.75
2002-12-21 19:04:00 NOAA-17 (N)  6  31.49   0.75
2002-12-21 19:05:00 NOAA-17 (N)  6  30.27   0.75
2002-12-21 19:06:00 NOAA-17 (N)  6  28.84   0.75
2002-12-21 19:07:00 NOAA-17 (N)  6  28.33   0.75
2002-12-21 19:08:00 NOAA-17 (N)  6  27.52   0.75
2002-12-21 19:09:00 NOAA-17 (N)  6  27.31   0.75
2002-12-21 19:10:00 NOAA-17 (N)  6  27.92   0.75
2002-12-21 19:11:00 NOAA-17 (N)  6  27.31   0.75
2002-12-21 19:12:00 NOAA-17 (N)  6  26.90   0.75
2002-12-21 19:13:00 NOAA-17 (N)  6  26.80   0.75
2002-12-21 19:14:00 NOAA-17 (N)  6  26.60   0.75
2002-12-21 19:15:00 NOAA-17 (N)  6  27.31   0.75
2002-12-21 19:16:00 NOAA-17 (N)  6  29.56   0.75
2002-12-21 19:17:00 NOAA-17 (N)  6  31.80   0.75
2002-12-21 19:18:00 NOAA-17 (N)  6  31.80   0.75
2002-12-21 19:19:00 NOAA-17 (N)  6  30.78   0.75
2002-12-21 19:20:00 NOAA-17 (N)  6  30.07   0.75
